Emotions,Path
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-05-02-01-01-24.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-05-02-01-02-24.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-05-02-02-01-24.wav
angry,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-05-02-02-02-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-01-01-01-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-01-01-02-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-01-02-01-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-01-02-02-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-02-01-01-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-02-01-02-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-02-02-01-24.wav
fear,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-06-02-02-02-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-01-01-01-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-01-01-02-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-01-02-01-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-01-02-02-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-02-01-01-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-02-01-02-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-02-02-01-24.wav
disgusted,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-07-02-02-02-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-01-01-01-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-01-01-02-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-01-02-01-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-01-02-02-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-02-01-01-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-02-01-02-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-02-02-01-24.wav
surprised,C:\Users\jeeva\Music\audio_speech_actors/Actor_24/03-01-08-02-02-02-24.wav
